job_id,title,company,description,role_family,industry,employment_type,required_skills,preferred_skills,responsibilities,salary_min,salary_max,salary_currency,salary_period,country,city,region,work_mode,min_years_experience,max_years_experience,experience_level,required_work_authorization,application_deadline,is_active,source_uri
job-0161,Mid Data Scientist,Acme Data,"Mid Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,technology,part-time,python|machine learning|statistics,sql,Train models|Analyse data|Communicate findings,7000,,MYR,month,Malaysia,Cyberjaya,,hybrid,3,6,mid,,2026-02-16,true,synthetic://catalog/0161
job-0162,Mid Business Analyst,KualaSoft,"Mid Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,retail,full-time,excel|communication,power bi,Gather requirements|Model processes|Support stakeholders,,,,,Malaysia,Penang,,onsite,3,6,mid,,2026-03-15,true,synthetic://catalog/0162
job-0163,Senior Data Engineer,KualaSoft,"Senior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,healthcare,contract,python|sql|etl,aws,Build data pipelines|Maintain warehouses|Optimise ETL,12000,19147,MYR,month,Malaysia,Kuala Lumpur,,remote,6,10,senior,,2026-03-15,true,synthetic://catalog/0163
job-0164,Entry Product Analyst,Selangor Systems,"Entry Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,finance,full-time,sql|statistics,tableau|python,Analyse product funnels|Run experiments|Report KPIs,3000,,MYR,month,Malaysia,Cyberjaya,,remote,0,2,entry,,2026-02-23,true,synthetic://catalog/0164
job-0165,Mid Data Analyst,Acme Data,"Mid Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,contract,sql|excel,tableau,Build dashboards|Analyse business metrics|Prepare reports,,,,,Malaysia,Kuala Lumpur,,hybrid,3,6,mid,,2026-02-11,true,synthetic://catalog/0165
job-0166,Junior Sales Analyst,Penang Analytics,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,technology,part-time,excel|sql,communication,Analyse sales pipeline|Forecast revenue|Support sales team,4000,5716,MYR,month,Malaysia,Johor Bahru,,remote,1,3,junior,,2026-02-26,true,synthetic://catalog/0166
job-0167,Entry Product Analyst,Orchid AI,"Entry Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,finance,full-time,sql|statistics,tableau,Analyse product funnels|Run experiments|Report KPIs,3000,4366,MYR,month,Malaysia,Cyberjaya,,remote,0,2,entry,,,true,synthetic://catalog/0167
job-0168,Mid Business Analyst,Penang Analytics,"Mid Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,finance,part-time,excel|communication,power bi,Gather requirements|Model processes|Support stakeholders,6300,8944,SGD,month,Singapore,Singapore,,remote,3,6,mid,,2026-03-20,true,synthetic://catalog/0168
job-0169,Junior Data Engineer,Merlion Data,"Junior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,finance,full-time,python|sql|etl,docker|aws,Build data pipelines|Maintain warehouses|Optimise ETL,4000,5676,MYR,month,Malaysia,Kuala Lumpur,,onsite,1,3,junior,,2026-03-25,true,synthetic://catalog/0169
job-0170,Entry Data Scientist,Straits Digital,"Entry Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,healthcare,part-time,python|machine learning|statistics,aws,Train models|Analyse data|Communicate findings,2700,3791,SGD,month,Singapore,Singapore,,unspecified,0,2,entry,SG,2025-11-28,false,synthetic://catalog/0170
job-0171,Junior Data Scientist,Acme Data,"Junior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,healthcare,contract,python|machine learning|statistics,sql,Train models|Analyse data|Communicate findings,4000,4804,MYR,month,Malaysia,Kuala Lumpur,,unspecified,1,3,junior,,2026-01-20,true,synthetic://catalog/0171
job-0172,Mid Data Analyst,Straits Digital,"Mid Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,retail,contract,sql|excel,tableau|python,Build dashboards|Analyse business metrics|Prepare reports,7000,10553,MYR,month,Malaysia,Kuala Lumpur,,remote,3,6,mid,,2025-11-11,false,synthetic://catalog/0172
job-0173,Senior Data Analyst,Penang Analytics,"Senior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,full-time,sql|excel,tableau|python,Build dashboards|Analyse business metrics|Prepare reports,12000,19165,MYR,month,Malaysia,Penang,,remote,6,10,senior,,2026-01-27,true,synthetic://catalog/0173
job-0174,Mid Data Engineer,Nusantara Tech,"Mid Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,technology,part-time,python|sql|etl,aws|docker,Build data pipelines|Maintain warehouses|Optimise ETL,7000,8834,MYR,month,Malaysia,Penang,,hybrid,3,6,mid,,2026-04-13,true,synthetic://catalog/0174
job-0175,Intern Business Analyst,Penang Analytics,"Intern Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,technology,contract,excel|communication,sql|power bi,Gather requirements|Model processes|Support stakeholders,1500,2203,MYR,month,Malaysia,Kuala Lumpur,,onsite,0,1,intern,,,true,synthetic://catalog/0175
job-0176,Intern Sales Analyst,Batik Cloud,"Intern Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,retail,full-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,1500,2349,MYR,month,Malaysia,Penang,,remote,0,1,intern,,2026-01-01,true,synthetic://catalog/0176
job-0177,Junior Software Engineer,Straits Digital,"Junior Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,healthcare,full-time,python|sql,javascript|aws,Develop services|Write tests|Review code,4000,5746,MYR,month,Malaysia,Johor Bahru,,onsite,1,3,junior,,2025-12-16,false,synthetic://catalog/0177
job-0178,Senior Sales Analyst,Hibiscus Labs,"Senior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,finance,full-time,excel|sql,power bi|communication,Analyse sales pipeline|Forecast revenue|Support sales team,12000,15839,MYR,month,Malaysia,Johor Bahru,,unspecified,6,10,senior,,2026-03-20,true,synthetic://catalog/0178
job-0179,Senior Data Analyst,Orchid AI,"Senior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,contract,sql|excel,power bi|python,Build dashboards|Analyse business metrics|Prepare reports,12000,15043,MYR,month,Malaysia,Cyberjaya,,unspecified,6,10,senior,,2026-02-06,true,synthetic://catalog/0179
job-0180,Junior Data Analyst,Batik Cloud,"Junior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,finance,contract,sql|excel,tableau,Build dashboards|Analyse business metrics|Prepare reports,,,,,Malaysia,Cyberjaya,,onsite,1,3,junior,,2026-04-18,true,synthetic://catalog/0180
job-0181,Intern Product Analyst,Hibiscus Labs,"Intern Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,finance,part-time,sql|statistics,tableau,Analyse product funnels|Run experiments|Report KPIs,,,,,Malaysia,Penang,,hybrid,0,1,intern,,2026-04-17,true,synthetic://catalog/0181
job-0182,Senior Business Analyst,Orchid AI,"Senior Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,healthcare,contract,excel|communication,power bi,Gather requirements|Model processes|Support stakeholders,12000,16961,MYR,month,Malaysia,Johor Bahru,,remote,6,10,senior,,2026-02-13,true,synthetic://catalog/0182
job-0183,Junior Sales Analyst,KualaSoft,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,technology,contract,excel|sql,communication|power bi,Analyse sales pipeline|Forecast revenue|Support sales team,4000,4873,MYR,month,Malaysia,Penang,,remote,1,3,junior,,,true,synthetic://catalog/0183
job-0184,Junior Business Analyst,Orchid AI,"Junior Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,retail,contract,excel|communication,power bi|sql,Gather requirements|Model processes|Support stakeholders,4000,5193,MYR,month,Malaysia,Penang,,unspecified,1,3,junior,,2026-01-01,true,synthetic://catalog/0184
job-0185,Junior Data Scientist,Acme Data,"Junior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,technology,full-time,python|machine learning|statistics,sql,Train models|Analyse data|Communicate findings,4000,,MYR,month,Malaysia,Penang,,hybrid,1,3,junior,,2026-03-21,true,synthetic://catalog/0185
job-0186,Entry Software Engineer,Hibiscus Labs,"Entry Software Engineer at a growing team. Responsibilities: Develop services, Write tests, Review code.",software engineer,retail,full-time,python|sql,javascript|aws|docker,Develop services|Write tests|Review code,3000,,MYR,month,Malaysia,Penang,,onsite,0,2,entry,,2026-03-16,true,synthetic://catalog/0186
job-0187,Intern Data Analyst,Straits Digital,"Intern Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,finance,full-time,sql|excel,python,Build dashboards|Analyse business metrics|Prepare reports,1350,1905,SGD,month,Singapore,Singapore,,unspecified,0,1,intern,SG,2026-02-16,true,synthetic://catalog/0187
job-0188,Entry Business Analyst,Nusantara Tech,"Entry Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,retail,contract,excel|communication,sql|power bi,Gather requirements|Model processes|Support stakeholders,3000,,MYR,month,Malaysia,Penang,,remote,0,2,entry,,2026-03-02,true,synthetic://catalog/0188
job-0189,Intern Product Analyst,Acme Data,"Intern Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,finance,full-time,sql|statistics,tableau|python,Analyse product funnels|Run experiments|Report KPIs,1500,2026,MYR,month,Malaysia,Kuala Lumpur,,onsite,0,1,intern,,2026-04-02,true,synthetic://catalog/0189
job-0190,Intern Data Engineer,Selangor Systems,"Intern Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,technology,full-time,python|sql|etl,aws|docker,Build data pipelines|Maintain warehouses|Optimise ETL,1350,2106,SGD,month,Singapore,Singapore,,onsite,0,1,intern,SG,2026-01-01,true,synthetic://catalog/0190
job-0191,Junior Sales Analyst,Nusantara Tech,"Junior Sales Analyst at a growing team. Responsibilities: Analyse sales pipeline, Forecast revenue, Support sales team.",sales analyst,retail,full-time,excel|sql,communication,Analyse sales pipeline|Forecast revenue|Support sales team,4000,6003,MYR,month,Malaysia,Kuala Lumpur,,hybrid,1,3,junior,,2025-12-02,false,synthetic://catalog/0191
job-0192,Senior Data Scientist,Nusantara Tech,"Senior Data Scientist at a growing team. Responsibilities: Train models, Analyse data, Communicate findings.",data scientist,retail,full-time,python|machine learning|statistics,aws,Train models|Analyse data|Communicate findings,12000,,MYR,month,Malaysia,Johor Bahru,,unspecified,6,10,senior,,2026-04-09,true,synthetic://catalog/0192
job-0193,Intern Business Analyst,Selangor Systems,"Intern Business Analyst at a growing team. Responsibilities: Gather requirements, Model processes, Support stakeholders.",business analyst,healthcare,contract,excel|communication,power bi,Gather requirements|Model processes|Support stakeholders,,,,,Malaysia,Johor Bahru,,unspecified,0,1,intern,,2026-04-02,true,synthetic://catalog/0193
job-0194,Mid Data Engineer,Selangor Systems,"Mid Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,finance,part-time,python|sql|etl,aws,Build data pipelines|Maintain warehouses|Optimise ETL,7000,10249,MYR,month,Malaysia,Cyberjaya,,hybrid,3,6,mid,,2026-03-31,true,synthetic://catalog/0194
job-0195,Entry Product Analyst,Nusantara Tech,"Entry Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,technology,contract,sql|statistics,tableau|python,Analyse product funnels|Run experiments|Report KPIs,3000,,MYR,month,Malaysia,Cyberjaya,,hybrid,0,2,entry,,2026-01-24,true,synthetic://catalog/0195
job-0196,Entry Data Analyst,Acme Data,"Entry Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,technology,contract,sql|excel,power bi|tableau|python,Build dashboards|Analyse business metrics|Prepare reports,3000,4268,MYR,month,Malaysia,Kuala Lumpur,,hybrid,0,2,entry,,2026-01-24,true,synthetic://catalog/0196
job-0197,Junior Data Analyst,Penang Analytics,"Junior Data Analyst at a growing team. Responsibilities: Build dashboards, Analyse business metrics, Prepare reports.",data analyst,finance,part-time,sql|excel,power bi|python,Build dashboards|Analyse business metrics|Prepare reports,4000,,MYR,month,Malaysia,Cyberjaya,,unspecified,1,3,junior,,2025-11-22,false,synthetic://catalog/0197
job-0198,Junior Product Analyst,Hibiscus Labs,"Junior Product Analyst at a growing team. Responsibilities: Analyse product funnels, Run experiments, Report KPIs.",product analyst,technology,contract,sql|statistics,python|tableau,Analyse product funnels|Run experiments|Report KPIs,4000,5067,MYR,month,Malaysia,Johor Bahru,,unspecified,1,3,junior,,2026-02-18,true,synthetic://catalog/0198
job-0199,Senior Data Engineer,Orchid AI,"Senior Data Engineer at a growing team. Responsibilities: Build data pipelines, Maintain warehouses, Optimise ETL.",data engineer,healthcare,contract,python|sql|etl,docker|aws,Build data pipelines|Maintain warehouses|Optimise ETL,12000,15862,MYR,month,Malaysia,Penang,,unspecified,6,10,senior,,,true,synthetic://catalog/0199
